Id,Jurisdiction,Linked To
1092,British Virgin Islands,China
1093,British Virgin Islands,China
1094,British Virgin Islands,China
1095,British Virgin Islands,China
1096,British Virgin Islands,China
1097,British Virgin Islands,China
1098,British Virgin Islands,China
1099,British Virgin Islands,China
1100,British Virgin Islands,China
1101,British Virgin Islands,China
1102,British Virgin Islands,China
1103,British Virgin Islands,China
1104,British Virgin Islands,China
1105,British Virgin Islands,China
1106,British Virgin Islands,China
1107,British Virgin Islands,China
1108,British Virgin Islands,China
1109,British Virgin Islands,China
1110,British Virgin Islands,China
1111,British Virgin Islands,China
1112,British Virgin Islands,China
1113,British Virgin Islands,China
1114,British Virgin Islands,China
1115,British Virgin Islands,China
1116,British Virgin Islands,China
1117,British Virgin Islands,China
1118,British Virgin Islands,China
1119,British Virgin Islands,China
1120,British Virgin Islands,China
1121,British Virgin Islands,China
1122,British Virgin Islands,China
1123,British Virgin Islands,China
1124,British Virgin Islands,China
1125,British Virgin Islands,China
1126,British Virgin Islands,China
1127,British Virgin Islands,China
1128,British Virgin Islands,China
1129,British Virgin Islands,China
1130,British Virgin Islands,China
1131,British Virgin Islands,China
1132,British Virgin Islands,China
1133,British Virgin Islands,China
1134,British Virgin Islands,China
1135,British Virgin Islands,China
1136,British Virgin Islands,China
1137,British Virgin Islands,China
1138,British Virgin Islands,China
1139,British Virgin Islands,China
1140,British Virgin Islands,China
1141,British Virgin Islands,China
1142,British Virgin Islands,China
1143,British Virgin Islands,China
1144,British Virgin Islands,China
1145,British Virgin Islands,China
1146,British Virgin Islands,China
1147,British Virgin Islands,China
1148,British Virgin Islands,China
1149,British Virgin Islands,China
1150,British Virgin Islands,China
1151,British Virgin Islands,China
1152,British Virgin Islands,China
1153,British Virgin Islands,China
1154,British Virgin Islands,China
1155,British Virgin Islands,China
1156,British Virgin Islands,China
1157,British Virgin Islands,China
1158,British Virgin Islands,China
1159,British Virgin Islands,China
1160,British Virgin Islands,China
1161,British Virgin Islands,China
1162,British Virgin Islands,China
1163,British Virgin Islands,China
1164,British Virgin Islands,China
1165,British Virgin Islands,China
1166,British Virgin Islands,China
1167,British Virgin Islands,China
1168,British Virgin Islands,China
1169,British Virgin Islands,China
1170,British Virgin Islands,China
1171,British Virgin Islands,China
1172,British Virgin Islands,China
1173,British Virgin Islands,China
1174,British Virgin Islands,China
1175,British Virgin Islands,China
1176,British Virgin Islands,China
1177,British Virgin Islands,China
1178,British Virgin Islands,China
1179,British Virgin Islands,China
1180,British Virgin Islands,China
1181,British Virgin Islands,China
1182,British Virgin Islands,China
1183,British Virgin Islands,China
1184,British Virgin Islands,China
1185,British Virgin Islands,China
1186,British Virgin Islands,China
1187,British Virgin Islands,China
1188,British Virgin Islands,China
1189,British Virgin Islands,China
1190,British Virgin Islands,China
1191,British Virgin Islands,China
1192,British Virgin Islands,China
1193,British Virgin Islands,China
1194,British Virgin Islands,China
1195,British Virgin Islands,China
1196,British Virgin Islands,China
1197,British Virgin Islands,China
1198,British Virgin Islands,China
1199,British Virgin Islands,China
1200,British Virgin Islands,China
1201,British Virgin Islands,China
1202,British Virgin Islands,China
1203,British Virgin Islands,China
1204,British Virgin Islands,China
1205,British Virgin Islands,China
1206,British Virgin Islands,China
1207,British Virgin Islands,China
1208,British Virgin Islands,China
1209,British Virgin Islands,China
1210,British Virgin Islands,China
1211,British Virgin Islands,China
1212,British Virgin Islands,China
1213,British Virgin Islands,China
1214,British Virgin Islands,China
1215,British Virgin Islands,China
1216,British Virgin Islands,China
1217,British Virgin Islands,China
1218,British Virgin Islands,China
1219,British Virgin Islands,China
1220,British Virgin Islands,China
1221,British Virgin Islands,China
1222,British Virgin Islands,China
1223,British Virgin Islands,China
1224,British Virgin Islands,China
1225,British Virgin Islands,China
1226,British Virgin Islands,China
1227,British Virgin Islands,China
1228,British Virgin Islands,China
1229,British Virgin Islands,China
1230,British Virgin Islands,China
1231,British Virgin Islands,China
1232,British Virgin Islands,China
1233,British Virgin Islands,China
1234,British Virgin Islands,China
1235,British Virgin Islands,China
1236,British Virgin Islands,China
1237,British Virgin Islands,China
1238,British Virgin Islands,China
1239,British Virgin Islands,China
1240,British Virgin Islands,China
1241,British Virgin Islands,China
1242,British Virgin Islands,China
1243,British Virgin Islands,China
1244,British Virgin Islands,China
1245,British Virgin Islands,China
1246,British Virgin Islands,China
1247,British Virgin Islands,China
1248,British Virgin Islands,China
1249,British Virgin Islands,China
1250,British Virgin Islands,China
1251,British Virgin Islands,China
1252,British Virgin Islands,China
1253,British Virgin Islands,China
1254,British Virgin Islands,China
1255,British Virgin Islands,China
1256,British Virgin Islands,China
1257,British Virgin Islands,China
1258,British Virgin Islands,China
1259,British Virgin Islands,China
1260,British Virgin Islands,China
1261,British Virgin Islands,China
1262,British Virgin Islands,China
1263,British Virgin Islands,China
1264,British Virgin Islands,China
1265,British Virgin Islands,China
1266,British Virgin Islands,China
1267,British Virgin Islands,China
1268,British Virgin Islands,China
1269,British Virgin Islands,China
1270,British Virgin Islands,China
1271,British Virgin Islands,China
1272,British Virgin Islands,China
1273,British Virgin Islands,China
1274,British Virgin Islands,China
1275,British Virgin Islands,China
1276,British Virgin Islands,China
1277,British Virgin Islands,China
1278,British Virgin Islands,China
1279,British Virgin Islands,China
1280,British Virgin Islands,China
1281,British Virgin Islands,China
1282,British Virgin Islands,China
1283,British Virgin Islands,China
1284,British Virgin Islands,China
1285,British Virgin Islands,China
1286,British Virgin Islands,China
1287,British Virgin Islands,China
1288,British Virgin Islands,China
1289,British Virgin Islands,China
1290,British Virgin Islands,China
1291,British Virgin Islands,China
1292,British Virgin Islands,China
1293,British Virgin Islands,China
1294,British Virgin Islands,China
1295,British Virgin Islands,China
1296,British Virgin Islands,China
1297,British Virgin Islands,China
1298,British Virgin Islands,China
1299,British Virgin Islands,China
1300,British Virgin Islands,China
1301,British Virgin Islands,China
1302,British Virgin Islands,China
1303,British Virgin Islands,China
1304,British Virgin Islands,China
1305,British Virgin Islands,China
1306,British Virgin Islands,China
1307,British Virgin Islands,China
1308,British Virgin Islands,China
1309,British Virgin Islands,China
1310,British Virgin Islands,China
1311,British Virgin Islands,China
1312,British Virgin Islands,China
1313,British Virgin Islands,China
1314,British Virgin Islands,China
1315,British Virgin Islands,China
1316,British Virgin Islands,China
1317,British Virgin Islands,China
1318,British Virgin Islands,China
1319,British Virgin Islands,China
1320,British Virgin Islands,China
1321,British Virgin Islands,China
1322,British Virgin Islands,China
1323,British Virgin Islands,China
1324,British Virgin Islands,China
1325,British Virgin Islands,China
1326,British Virgin Islands,China
1327,British Virgin Islands,China
1328,British Virgin Islands,China
1329,British Virgin Islands,China
1330,British Virgin Islands,China
1331,British Virgin Islands,China
1332,British Virgin Islands,China
1333,British Virgin Islands,China
1334,British Virgin Islands,China
1335,British Virgin Islands,China
1336,British Virgin Islands,China
1337,British Virgin Islands,China
1338,British Virgin Islands,China
1339,British Virgin Islands,China
1340,British Virgin Islands,China
1341,British Virgin Islands,China
1342,British Virgin Islands,China
1343,British Virgin Islands,China
1344,British Virgin Islands,China
1345,British Virgin Islands,China
